wage 	educ  	exper	tenure	nonwhite  	female 	married  	numdep	smsa 	northcen  	south                    	west 	construc	trade                    	services	profserv	profocc 	clerocc   	servocc                  	lwage 	expersq 	tenursq 
4,79	12	41	8	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1,567	1681	64
5,78	16	11	4	0	0	1	2	1	1	0	0	0	0	0	0	1	0	0	1,754	121	16
3,18	12	5	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1,157	25	0
4,68	16	3	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1,543	9	1
4,1	12	3	2	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1,411	9	4
2,91	12	4	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1,068	16	0
6	13	21	13	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	1,792	441	169
3,6	10	34	26	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1,281	1156	676
3,95	6	49	6	0	0	1	6	0	0	1	0	0	0	0	0	0	0	0	1,374	2401	36
7	12	6	5	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1,946	36	25
3	12	26	9	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1,099	676	81
6,08	16	9	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1,805	81	0
8,63	12	23	9	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2,155	529	81
3	8	33	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,099	1089	4
3,75	12	5	2	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1,322	25	4
2,9	6	49	7	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1,065	2401	49
3	4	48	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,099	2304	0
6,25	11	35	31	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1,833	1225	961
3,5	11	23	2	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1,253	529	4
3	7	26	1	0	1	0	3	0	0	1	0	0	1	0	0	0	0	1	1,099	676	1
3,24	12	16	0	0	1	1	2	1	0	1	0	0	1	0	0	0	1	0	1,176	256	0
8,02	18	23	3	0	1	1	1	1	0	1	0	0	0	0	1	1	0	0	2,082	529	9
3,33	12	36	8	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	1,203	1296	64
5,25	16	4	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1,658	16	0
6,25	12	10	0	0	0	1	3	1	0	1	0	1	0	0	0	0	0	0	1,833	100	0
3,5	14	18	2	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1,253	324	4
2,95	12	3	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1,082	9	1
3	10	7	0	0	1	1	2	0	1	0	0	0	0	0	1	0	0	1	1,099	49	0
4,69	10	7	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1,545	49	49
3,73	9	33	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1,316	1089	4
4	10	34	12	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1,386	1156	144
4	12	8	0	0	1	1	2	0	1	0	0	0	1	0	0	1	0	0	1,386	64	0
2,9	12	17	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	1,065	289	1
3,05	12	2	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1,115	4	0
5,05	10	5	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	1,619	25	0
13,95	16	41	16	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2,635	1681	256
18,16	16	35	28	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	2,899	1225	784
6,25	16	11	4	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1,833	121	16
5,25	12	4	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1,658	16	0
4,79	12	12	3	0	1	1	3	1	1	0	0	0	0	0	1	1	0	0	1,567	144	9
3,35	7	35	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1,209	1225	0
3	8	33	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1,099	1089	0
8,43	16	8	6	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	2,132	64	36
5,7	16	2	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1,740	4	0
11,98	18	8	10	0	0	1	2	1	0	1	0	0	0	0	0	1	0	0	2,483	64	100
3,5	13	29	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1,253	841	1
4,24	10	14	5	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1,445	196	25
7	16	26	3	0	1	1	1	1	0	1	0	0	0	0	1	1	0	0	1,946	676	9
6	14	11	3	0	1	1	2	1	0	1	0	0	0	0	1	0	1	0	1,792	121	9
12,22	16	10	2	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	2,503	100	4
4,5	12	13	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1,504	169	0
3	9	23	20	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1,099	529	400
2,9	11	1	2	1	0	0	2	0	0	1	0	0	1	0	0	0	0	1	1,065	1	4
15	11	35	31	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2,708	1225	961
4	12	5	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1,386	25	4
5,25	11	13	11	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1,658	169	121
4	12	22	3	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	1,386	484	9
3,3	12	21	9	0	1	1	2	0	0	1	0	0	1	0	0	1	0	0	1,194	441	81
5,05	12	19	0	0	1	1	3	0	0	1	0	0	0	0	1	0	1	0	1,619	361	0
3,58	12	13	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1,275	169	0
5	14	15	5	0	0	1	2	0	0	1	0	0	1	0	0	1	0	0	1,609	225	25
4,57	14	3	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1,520	9	0
12,5	18	6	2	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	2,526	36	4
3,45	12	6	5	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	1,238	36	25
4,63	12	16	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1,533	256	1
10	12	31	2	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	2,303	961	4
2,92	11	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1,072	1	0
4,51	12	5	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1,506	25	4
6,5	17	3	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1,872	9	0
7,5	16	11	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	2,015	121	0
3,54	13	6	7	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1,264	36	49
4,2	13	11	3	0	1	1	2	1	1	0	0	0	1	0	0	0	1	0	1,435	121	9
3,51	12	7	2	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1,256	49	4
4,5	14	5	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1,504	25	0
3,35	14	5	4	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1,209	25	16
2,91	11	2	2	0	0	0	2	1	1	0	0	0	1	0	0	0	0	1	1,068	4	4
5,25	10	44	7	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1,658	1936	49
4,05	8	44	25	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1,399	1936	625
3,75	14	13	0	0	1	1	3	1	1	0	0	0	1	0	0	0	1	0	1,322	169	0
3,4	12	26	15	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1,224	676	225
3	10	2	1	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1,099	4	1
6,29	17	10	3	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1,839	100	9
2,54	9	2	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0,932	4	0
4,5	12	35	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1,504	1225	0
3,13	12	6	5	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	1,141	36	25
6,36	14	8	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1,850	64	1
4,68	16	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1,543	1	0
6,8	12	14	10	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1,917	196	100
8,53	10	14	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2,144	196	36
4,17	0	22	10	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1,428	484	100
3,75	14	8	4	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1,322	64	16
11,1	15	1	4	0	1	0	2	0	0	1	0	0	0	0	1	0	1	0	2,407	1	16
3,26	16	15	5	1	1	1	2	1	0	1	0	0	1	0	0	1	0	0	1,182	225	25
9,13	12	14	12	0	0	1	3	1	0	1	0	0	0	0	0	1	0	0	2,212	196	144
4,5	11	37	10	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	1,504	1369	100
3	11	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1,099	1	1
8,75	12	4	4	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	2,169	16	16
4,14	13	29	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	1,421	841	0
2,87	12	45	8	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1,054	2025	64
3,35	13	22	0	0	1	0	2	0	1	0	0	0	1	0	0	0	1	0	1,209	484	0
6,08	16	42	10	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1,805	1764	100
3	15	9	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1,099	81	0
4,2	16	8	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1,435	64	0
5,6	15	31	15	0	1	0	2	1	1	0	0	0	0	0	1	0	0	1	1,723	961	225
10	12	24	24	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2,303	576	576
12,5	18	16	5	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	2,526	256	25
3,76	6	6	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1,324	36	0
3,1	6	14	0	1	1	0	5	1	0	1	0	0	1	0	0	0	1	0	1,131	196	0
4,29	12	47	25	0	1	1	2	1	0	1	0	0	0	0	0	0	1	0	1,456	2209	625
10,92	12	34	5	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	2,391	1156	25
7,5	16	6	2	0	1	1	1	1	0	1	0	0	0	0	1	1	0	0	2,015	36	4
4,05	9	7	4	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1,399	49	16
4,65	12	27	2	0	0	1	3	1	0	1	0	0	0	0	0	0	0	1	1,537	729	4
5	11	24	5	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1,609	576	25
2,9	10	18	0	0	1	1	2	0	0	1	0	0	1	0	0	0	1	0	1,065	324	0
8	12	12	3	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2,079	144	9
8,43	8	27	3	0	0	1	3	1	0	1	0	0	0	0	0	0	0	0	2,132	729	9
2,92	9	49	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1,072	2401	0
6,25	17	4	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1,833	16	0
6,25	16	24	2	0	1	1	2	1	0	0	1	0	0	0	1	1	0	0	1,833	576	4
5,11	11	3	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1,631	9	0
4	10	2	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1,386	4	0
4,44	8	29	11	0	0	1	3	0	0	1	0	0	1	0	0	1	0	0	1,491	841	121
6,88	13	34	21	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1,929	1156	441
5,43	14	10	3	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1,692	100	9
3	13	5	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1,099	25	0
2,9	11	2	0	0	1	0	2	1	0	1	0	0	1	0	0	1	0	0	1,065	4	0
6,25	7	39	21	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1,833	1521	441
4,34	16	5	2	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1,468	25	4
3,25	12	14	2	0	1	1	2	0	0	1	0	0	0	0	0	0	1	0	1,179	196	4
7,26	13	8	2	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1,982	64	4
6,35	14	10	1	0	1	1	2	1	0	1	0	0	0	0	0	0	0	0	1,848	100	1
5,63	16	2	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1,728	4	4
8,75	14	9	3	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	2,169	81	9
3,2	11	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1,163	1	0
3	8	45	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1,099	2025	1
3	14	33	3	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1,099	1089	9
12,5	17	21	18	0	0	1	3	1	0	0	0	0	0	0	0	1	0	0	2,526	441	324
2,88	10	2	0	0	1	0	3	1	0	0	0	0	1	0	0	0	1	0	1,058	4	0
3,35	12	9	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1,209	81	1
6,5	12	33	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1,872	1089	4
10,38	18	16	2	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	2,340	256	4
4,5	14	10	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1,504	100	0
10	18	9	8	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2,303	81	64
3,81	12	8	1	0	1	1	2	0	1	0	0	0	0	1	0	0	0	1	1,338	64	1
8,8	16	9	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	2,175	81	1
9,42	14	23	0	0	1	1	2	0	0	1	0	0	0	1	0	0	0	0	2,243	529	0
6,33	12	23	8	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	1,845	529	64
4	9	22	18	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1,386	484	324
2,9	12	37	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1,065	1369	0
20	12	22	4	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	2,996	484	16
11,25	17	28	25	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	2,420	784	625
3,5	12	14	0	1	1	0	2	1	0	1	0	1	0	0	0	0	0	0	1,253	196	0
6	15	19	4	0	1	1	2	1	0	1	0	0	0	0	1	0	0	1	1,792	361	16
14,38	17	10	9	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	2,666	100	81
6,36	16	25	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1,850	625	0
3,55	12	21	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1,267	441	0
3	15	32	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1,099	1024	0
4,5	16	21	10	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1,504	441	100
6,63	12	36	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1,892	1296	0
9,3	15	2	2	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	2,230	4	4
3	12	11	0	0	1	1	2	1	0	1	0	0	1	0	0	1	0	0	1,099	121	0
3,25	12	40	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1,179	1600	4
1,5	12	11	1	0	1	1	2	0	1	0	0	0	0	0	1	0	0	1	0,405	121	1
5,9	12	9	7	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1,775	81	49
8	16	23	4	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	2,079	529	16
2,9	11	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1,065	1	0
3,29	14	30	13	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1,191	900	169
6,5	14	41	33	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1,872	1681	1089
4	13	6	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1,386	36	0
6	14	11	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1,792	121	0
4,08	12	43	17	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1,406	1849	289
3,75	12	39	2	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1,322	1521	4
3,05	8	50	24	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1,115	2500	576
3,5	12	26	20	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1,253	676	400
2,92	3	51	30	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1,072	2601	900
4,5	11	3	9	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1,504	9	81
3,35	15	3	1	0	1	1	2	1	0	1	0	0	0	1	0	0	1	0	1,209	9	1
5,95	11	15	9	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1,783	225	81
8	12	17	6	0	0	1	2	0	0	1	0	0	1	0	0	1	0	0	2,079	289	36
3	4	36	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1,099	1296	0
5	9	31	9	1	0	1	6	0	0	1	0	0	0	0	0	0	0	0	1,609	961	81
5,5	12	9	4	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1,705	81	16
2,65	12	42	10	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0,975	1764	100
3	11	3	0	0	1	0	2	1	0	0	1	0	1	0	0	0	0	0	1,099	9	0
4,5	12	37	14	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1,504	1369	196
17,5	16	23	22	0	0	1	3	1	0	0	1	0	1	0	0	1	0	0	2,862	529	484
8,18	13	21	5	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	2,102	441	25
9,09	15	11	12	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	2,207	121	144
11,82	16	35	13	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	2,470	1225	169
3,25	12	42	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1,179	1764	0
4,5	12	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1,504	9	0
4,5	12	13	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1,504	169	0
3,71	9	14	7	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1,311	196	49
6,5	10	14	11	0	0	1	3	0	0	1	0	0	1	0	0	0	0	0	1,872	196	121
2,9	12	39	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1,065	1521	1
5,6	11	11	8	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	1,723	121	64
2,23	8	28	3	0	0	1	4	0	0	1	0	0	0	0	1	1	0	0	0,802	784	9
5	6	18	0	0	1	1	3	1	0	0	1	0	1	0	0	0	0	1	1,609	324	0
8,33	16	6	2	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	2,120	36	4
2,9	12	26	1	0	1	0	4	1	0	1	0	0	1	0	0	0	1	0	1,065	676	1
6,25	12	21	6	0	0	1	3	1	0	1	0	0	1	0	0	1	0	0	1,833	441	36
4,55	16	34	2	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1,515	1156	4
3,28	12	17	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1,188	289	4
2,3	10	2	0	0	1	0	4	1	1	0	0	0	1	0	0	0	0	1	0,833	4	0
3,3	13	5	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1,194	25	0
3,15	13	1	0	0	1	0	4	1	1	0	0	0	0	0	0	0	1	0	1,147	1	0
12,5	14	40	30	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2,526	1600	900
5,15	16	39	21	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1,639	1521	441
3,13	10	1	1	0	0	0	2	1	0	0	1	0	1	0	0	0	0	1	1,141	1	1
7,25	12	14	5	0	0	1	3	1	0	0	1	0	0	0	0	0	0	0	1,981	196	25
2,9	12	2	2	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1,065	4	4
1,75	11	2	1	0	0	0	2	1	0	0	1	0	1	0	0	0	0	1	0,560	4	1
2,89	0	42	0	0	1	1	2	0	0	0	1	0	0	1	0	0	0	0	1,061	1764	0
2,9	5	34	0	0	1	1	5	0	0	0	1	0	0	0	0	0	0	0	1,065	1156	0
17,71	16	10	3	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	2,874	100	9
6,25	16	4	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1,833	16	9
2,6	9	4	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0,956	16	0
6,63	15	21	3	0	1	1	2	0	0	0	1	0	0	0	1	1	0	0	1,892	441	9
3,5	12	31	3	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1,253	961	9
6,5	12	20	14	0	0	1	3	1	0	0	1	0	1	0	0	0	0	0	1,872	400	196
3	12	36	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1,099	1296	1
4,38	13	7	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1,477	49	0
10	12	15	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2,303	225	0
4,95	7	25	17	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0	1,599	625	289
9	17	7	0	0	1	1	2	0	0	0	0	0	0	0	1	1	0	0	2,197	49	0
1,43	12	17	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0,358	289	0
3,08	12	3	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1,125	9	1
9,33	14	12	11	0	0	1	3	0	0	0	0	0	0	0	1	1	0	0	2,233	144	121
7,5	12	18	5	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	2,015	324	25
4,75	13	47	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1,558	2209	1
5,65	12	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1,732	4	0
15	16	14	2	0	1	1	2	0	0	0	1	0	0	0	1	1	0	0	2,708	196	4
2,27	10	2	0	0	1	0	3	0	0	0	1	0	1	0	0	1	0	0	0,820	4	0
4,67	15	13	18	0	0	1	3	0	0	0	1	1	0	0	0	1	0	0	1,541	169	324
11,56	16	5	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2,448	25	1
3,5	14	5	4	1	1	0	2	0	0	0	1	0	0	0	1	0	1	0	1,253	25	16
